Actual_Silica,Predicted_Silica
4.09,4.0900000000000025
1.19,1.1900000000000277
3.11,2.620517846016
4.92,3.482800000000001
1.79,1.7899999999999994
4.65,2.0831999999999997
1.87,1.87
1.6,1.6176000000000004
4.41,4.4099999999999975
4.36,4.3600000000000065
1.85,2.15765697784
1.67,1.5356000000000005
1.86,1.8703999999999998
4.5103237743,4.5104714153600005
1.4,1.4011999999999991
1.38,1.3799999999999994
1.57,2.511569685768
3.6109800719,3.608816073168
1.25,1.25
2.41,2.4100000000000006
1.34,1.3399999999999954
1.57,1.5676
3.1,2.9559999999999995
3.2,3.1408000000000014
1.72,1.7459999999999993
1.92,1.9016000000000008
1.79,1.9483999999999997
4.79,3.8048000000000015
1.21,1.21
4.69,4.611599999999998
1.0,1.0144000000000002
1.47,1.469999999999999
1.56,1.32
2.64,2.5152000000000005
5.2577253814,5.258049930664
3.15,3.2164000000000006
1.79,1.806
1.46,1.4636000000000005
1.62,1.9991999999999996
1.54,1.6539181397999996
1.17,1.1488
2.92,2.9136000000000006
1.19,1.5103999999999997
1.44,1.4072
1.25,1.2488
2.17,1.9776000000000007
1.55,1.55
2.13,2.428800000000001
5.2424634023,5.074057506627998
2.45,2.450000000000001
1.78,1.7836000000000007
2.63,2.5412000000000003
1.07,1.0972000000000002
0.94,0.9584000000000004
1.03,1.1240000000000006
2.53,2.3024000000000004
1.64,1.8144000000000002
3.37,3.3996000000000013
2.24,2.2400000000000015
2.99,2.6544000000000008
3.93,3.930000000000004
1.65,1.6696
1.93,1.8836000000000002
1.79,1.79
1.39,1.8012000000000006
2.28,2.2800000000000007
2.27,2.3276000000000012
0.85,0.8500000000000003
1.78,1.780000000000001
4.35,4.345199999999998
3.56,3.699600000000001
1.74,1.6795999999999998
2.4,2.3567999999999993
2.6,2.5824000000000003
1.42,1.4204000000000006
3.66,3.428399999999999
1.17,1.1699999999999997
4.1582801664,4.157284882116
1.08,1.1487999999999994
2.02,2.356768377252
3.48,3.48
1.47,1.4611999999999994
1.11,1.1099999999999997
1.3,1.2876000000000003
1.16,1.2284
5.4622920518,2.5705426987040005
2.83,2.8299999999999996
2.2,2.0820000000000003
1.26,1.260000000000001
1.68,1.6800000000000024
2.58,2.5941226074879995
0.94,0.9400000000000003
1.54,1.54
1.76,1.8144
1.09,1.0900000000000007
3.05,3.05
2.07,2.068
1.79,1.8471999999999997
1.97,1.969999999999999
1.7,1.6896
1.59,1.5700000000000012
1.2,1.1999999999999997
1.63,1.6300000000000003
1.9,1.900000000000006
0.96,1.2128000000000005
3.71,3.0727999999999995
4.9565373961,4.485211080332
1.61,1.5423999999999998
3.09,2.9444000000000012
2.56,2.462800000000001
0.97,1.0979999999999996
3.11,3.1099999999999777
1.49,1.5631999999999997
5.39,5.389999999999999
4.5661258482,4.421110178899999
2.54,2.5883999999999996
3.91,3.631599999999998
1.68,1.6800000000000024
1.69,1.7183999999999997
1.24,1.3944
0.85,1.1552000000000002
2.29,2.2899999999999996
2.42,2.1364
4.8474760222,4.481057849568001
1.79,1.8048
1.8,2.1635999999999997
1.74,1.6756
4.14,4.1324
2.34,2.3400000000000016
3.12,2.9536000000000007
1.19,1.2560000000000004
3.3,3.2111999999999985
1.91,1.8963999999999999
1.31,1.3100000000000012
1.69,1.6635999999999995
4.62,4.620000000000004
2.58,2.5800000000000023
1.95,1.950000000000001
1.86,2.0641894736839994
2.07,1.9340000000000004
5.0895744681,5.089660314512001
3.82,3.8199999999999976
2.24,2.2960000000000007
4.24,4.327199999999999
4.26,4.259999999999995
2.28,2.104062597116
1.12,1.9630097087359997
4.6308310249,4.300126315768001
4.62,4.620000000000004
3.6,3.600000000000001
4.6108603145,4.610867345043999
1.54,1.5400000000000003
2.72,1.6660000000000001
1.85,1.9108000000000005
1.92,1.8956000000000008
4.26,4.259999999999995
1.17,1.8664000000000007
2.92,2.860800000000001
5.12,5.120000000000004
3.71,3.709999999999998
3.8889373513,3.6890233148159997
1.47,1.6579999999999995
3.11,3.10999999999998
2.85,2.8500000000000005
4.92,4.917579690600001
1.9,1.9000000000000008
1.93,1.930000000000003
1.7,1.6092000000000002
1.32,1.3136
1.13,1.1411999999999995
1.34,1.388400000000001
5.4635120148,4.428259838963999
4.4765772433,4.4791012025959995
4.14,4.139999999999999
1.91,2.105199999999998
1.68,1.6800000000000024
1.25,1.25
2.4,2.3999999999999986
1.37,1.3700000000000003
1.34,1.4460000000000002
1.56,1.5600000000000014
2.41,2.352399999999999
1.78,1.8060000000000007
2.59,2.590000000000001
2.0,1.9948000000000001
3.93,3.930000000000003
1.58,1.5800000000000003
3.4936502429,3.4514860056120007
3.07,3.0807999999999987
1.51,1.6036000000000001
3.5919178082,3.5919013698480002
2.81,2.9040000000000017
4.32,4.319999999999998
3.88,4.171200000000002
1.15,1.15
2.04,2.04
4.4,4.400000000000002
2.47,2.3575999999999997
1.87,1.8700000000000019
2.39819528,2.40395483572
3.12,2.826399999999999
2.8,2.802399999999999
1.27,1.2700000000000002
1.82,1.82
5.4,5.400000000000003
1.29,1.3324
2.83,2.5371999999999995
1.79,1.7799999999999991
1.07,1.3676
1.98,1.9799999999999986
1.83,1.8551999999999993
1.47,1.4472
1.49,1.5323999999999998
1.22,1.3170263522879995
1.07,1.0708000000000002
1.07,1.072
2.57,2.5927999999999995
1.3,1.3328000000000002
1.84,2.9143832829520004
2.08,2.044000000000002
1.43,1.5112
2.7568493151,2.7569479452279997
3.23,3.1107999999999993
0.96,0.9600000000000005
2.35,2.5332000000000003
4.72,4.593516897508
1.34,1.3400000000000005
2.92,2.9200000000000013
1.8,1.8079999999999996
1.48,1.4799999999999998
2.17,2.214800000000001
1.24,1.3991999999999996
2.08,2.0548
2.44,2.2447999999999997
2.24,2.240000000000001
2.11,2.110000000000002
1.62,1.62
2.85,3.2668
2.35,2.5072
3.11,3.042000000000001
1.71,1.7100000000000006
2.51,1.8419999999999999
2.03,2.0048000000000004
1.09,1.0900000000000016
2.67,2.052000000000001
2.08,2.080000000000002
2.44,2.439999999999999
1.54,1.5884
2.6178621009,2.6146432207439996
4.12,3.6732
2.44,2.034
3.11,3.037600000000001
2.32,2.31
1.54,1.5400000000000005
1.29,1.29
2.93,2.9296000000000015
1.64,2.0447047091400004
2.06,1.9644000000000004
1.29,1.2783999999999995
1.89,1.8788000000000002
2.87,2.8700000000000023
2.67,2.2572
1.85,1.9456000000000009
1.16,1.7381486136799993
2.59,2.4412000000000003
2.52,2.5200000000000014
2.38,2.380000000000001
1.13,1.1408
1.72,1.6591999999999996
2.05,2.080399999999999
1.85,1.9796000000000005
1.24,1.2467999999999995
1.56,1.58
4.2588901221,3.950626361136
2.4,2.3999999999999995
3.23,3.067599999999999
1.09,1.0900000000000007
4.0647134935,4.05700184844
3.57,3.5700041816359978
4.43,4.348400000000003
1.04,1.3256000000000006
0.66,0.7080000000000001
1.82,1.873754743176
5.13,5.129999999999998
4.33,4.3488
1.18,1.180000000000002
4.19,4.189999999999999
1.63,1.7831672676840002
3.06,2.9384000000000015
5.03,5.030000000000032
1.86,1.9568
1.51,1.5164000000000004
1.18,1.2399999999999998
1.5,1.492
1.47,1.4975999999999996
1.68,1.5704
1.15,1.1500000000000008
3.11,3.110000000000001
1.58,1.5800000000000005
1.54,1.5400000000000003
1.23,2.3052554785
2.21,2.2804321329640005
4.6819769595,4.6800137420559995
1.05,1.1292000000000004
2.36,2.3600000000000008
3.11,3.1146033149160015
1.99,2.1372000000000004
3.14,3.1084000000000005
1.59,1.5900000000000012
4.8375755706,4.837085996296
2.0,2.0076
1.36,1.6151999999999997
4.89,4.85744398272
1.39,1.3860000000000001
1.89,1.8196
1.17,1.1708000000000007
1.31,1.53
4.11,2.3523999999999994
1.73,3.1092464088400003
1.76,1.7619999999999996
2.42,2.2392000000000007
4.750166205,4.750138504164
1.4,1.4000000000000004
3.47,3.4700000000000006
1.71,2.768697293548
2.04,2.0283999999999995
2.03,2.0300000000000007
3.9573145577,3.780069337572
1.94,1.9711999999999994
1.44,1.4628000000000003
3.11,3.1099999999999905
2.87,2.8700000000000023
1.64,1.6400000000000003
2.42,2.4200000000000013
1.07,1.0704000000000002
4.2536293008,4.189013540527999
2.0,2.0
1.19,1.1900000000000135
4.09,3.1112671289879987
2.97,1.8100730537890035
2.08,2.0624000000000002
3.21,3.209999999999999
1.88,2.1346712541640005
1.6,1.5999999999999996
3.09,2.7944000000000018
3.29,3.0244000000000004
2.08,2.046000000000001
1.57,1.6640000000000004
2.96,3.080541406343999
2.42,2.3776000000000015
4.5673658236,4.409194077727999
1.7,1.7296000000000007
1.02,1.0199999999999998
3.12,3.1200000000000028
1.12,1.1200000000000003
3.83,3.8299999999999996
1.72,1.6227999999999994
2.18,2.1436000000000006
1.35,1.6988000000000005
0.93,0.9752
1.59,1.8805796421960002
2.2,2.0944000000000003
2.21,2.21
3.65,3.6500000000000004
3.13,3.1406990291239993
2.08,2.0799999999999956
2.67,2.6548000000000003
1.01,1.0336000000000005
2.58,2.5800000000000023
1.79,1.79
3.57,3.5699999999999976
1.26,1.2548000000000008
0.94,0.9400000000000003
3.57,3.5699999999999976
4.62,4.620000000000004
0.98,0.9784000000000002
2.64,2.4840000000000004
2.2567097967,2.2594454713439998
3.1,3.1
1.64,1.6388000000000003
1.36,1.5187999999999997
2.54,2.6351999999999998
2.64,2.1496
3.14,3.139999999999999
2.28,2.1076000000000006
2.43,2.246122607487999
3.09,2.7092
1.69,1.7831999999999997
1.34,1.3400000000000012
2.59,2.604400000000001
4.73,4.730000000000015
3.68,3.4082759195000016
1.45,1.4708
1.3,2.0256
2.25,2.3164
3.6376902973,3.637641162996
1.19,1.1900000000000255
3.43,3.430000000000004
1.66,1.7951999999999986
2.83,2.8300000000000005
5.17,4.870400000000001
2.99,2.690400000000001
1.13,1.2387999999999995
0.85,3.447812154696001
2.41,2.4175999999999993
1.81,1.7576000000000003
1.39,1.3768000000000002
1.67,1.7775194085040005
2.32,2.2359999999999998
1.1,1.2776000000000005
3.15,3.0432
1.88,1.778
0.97,1.0880104678839992
4.1941774492,4.202822181120001
3.72,3.720000000000001
4.1024133148,4.104801664364
2.01,2.464529264908
1.89,1.8160000000000005
2.98,2.7639999999999993
2.25,2.3124
5.39,5.389999999999999
1.24,1.5035999999999996
5.3,5.137600000000003
2.32,2.2688
1.82,2.1892
4.57,4.4319999999999995
2.54,2.6092896781359998
1.45,1.43
2.55,2.467999999999999
2.99,2.9424
1.45,1.4348000000000005
4.03,4.03
1.24,1.4707999999999999
3.53,3.4048000000000007
1.19,1.1900000000000004
2.08,2.0799999999999956
3.38,3.379999999999998
2.35,2.3492000000000006
1.88,1.8568000000000005
1.89,2.050466574204
2.09,2.0966147018040004
1.94,1.9851999999999996
5.4663358779,5.466644552416001
4.62,4.575200000000004
3.11,3.0756000000000006
1.06,1.0600000000000005
1.98,2.045999999999999
3.04,3.0632000000000015
3.8384331614,3.2327462118279997
2.19,2.190000000000002
2.31,2.0968
1.49,1.4899999999999998
1.8,2.1475999999999993
1.9,2.0943999999999994
4.3,4.300000000000001
2.4,2.4000000000000026
2.38,2.261200000000001
4.9132259856,4.949950916156001
1.28,1.303600000000001
2.36,2.360000000000002
2.49,3.1817433895679987
4.13,4.129999999999999
1.78,1.7376000000000011
1.4,1.3999999999999997
2.09,2.0900000000000016
2.22,2.189599999999999
2.13,2.1236000000000006
4.4,3.9539999999999997
1.27,1.3123999999999998
1.24,1.4195999999999995
2.08,2.0851999999999995
2.76,2.4255999999999993
2.41,2.216203051315999
1.29,1.4911999999999999
1.68,1.680000000000002
2.1812154696,2.430444125428
4.2722265408,4.272708495308001
1.53,1.5300000000000005
3.22,3.220000000000004
5.4,5.399421654636002
1.17,1.191200000000001
3.8,3.705999999999999
1.56,1.6532
1.06,1.2699999999999998
1.73,2.1856826629679995
1.48,1.4928
2.08,2.08
2.27,2.270000000000002
1.0,1.0
1.81,1.8476000000000001
1.13,1.3071999999999997
3.11,3.110000000000001
1.32,1.32
5.25,5.25
1.08,1.1611999999999998
1.37,1.3832000000000002
1.57,1.5632
1.49,1.5612000000000001
2.12,2.1815999999999995
1.11,1.1099999999999997
1.8,2.0351134535360003
1.19,1.3405193370160005
1.29,1.2783999999999993
1.07,1.07
2.92,2.9200000000000013
3.6159719046,3.6159875857839996
3.37,3.4574335644920002
1.27,1.2699999999999998
3.59,3.553320327352
5.07,4.817199999999997
1.45,1.4832000000000003
1.02,1.1151999999999997
1.01,1.0348000000000004
3.27,3.2700000000000005
1.77,1.7936000000000007
1.36,1.3467999999999998
2.6495009242,2.64259149722
2.7387671233,2.7388328767159997
1.24,1.2631999999999994
1.23,1.2232000000000003
1.67,2.0164000000000004
1.43,1.4456000000000002
1.17,1.1772000000000005
2.28,2.314800000000001
1.54,1.5755999999999997
2.19,2.2075999999999993
1.36,1.3599999999999997
2.83,2.8300000000000005
5.03,4.624910966536
1.48,1.4751999999999998
1.4,1.4976000000000005
2.02,2.004000000000001
3.11,3.109999999999979
4.04,4.103066733976002
1.38,1.3799999999999994
1.72,1.9376
1.48,2.1103746132479992
2.85,2.8988
4.4806410904,4.395389978272
3.6439944521,3.627921220512
2.53,2.532400000000001
2.07,2.07
1.17,1.1620000000000004
1.24,1.2399999999999993
4.5617418459,4.604265316052
4.6,4.505423204416001
2.85,2.8368
1.3,1.2996000000000003
4.68,4.615600000000003
4.4,4.492800000000002
1.0,1.0
2.41,2.4099999999999993
1.64,1.4747999999999999
3.6069029729,3.6068705651639994
4.0449345498,4.045938437124
1.15,1.3563999999999996
2.0,2.0
1.24,1.2887999999999997
1.93,1.9312000000000007
3.36,3.3600000000000048
1.03,1.2484000000000004
1.56,1.5976
1.2,1.5480000000000005
1.42,1.4320000000000004
1.27,1.2700000000000002
3.21,2.983625520112
2.08,2.1007999999999996
1.64,1.6236000000000004
1.14,1.2176000000000002
2.24,2.2400000000000015
2.43,2.2372
1.68,1.6840785846519999
3.34,3.340000000000002
4.69,4.689999999999999
1.69,1.8727999999999998
3.1,2.7496000000000005
1.72,1.5855999999999997
3.11,3.1099999999999914
1.83,1.8215999999999992
4.07,3.1511999999999993
2.08,2.079999999999999
1.63,1.63
1.54,1.7279999999999998
5.01,5.010000000000002
1.68,1.6800000000000017
1.19,1.1900000000000213
2.57,2.57
2.47,2.4743999999999993
1.6233149171,1.5845171270559997
1.0,1.024
1.37,1.4168000000000003
1.93,2.1639999999999997
1.04,1.0399999999999998
1.29,1.29
4.73,4.023200000000002
2.89,2.858
2.32,2.4284
2.84,2.708158303768
2.32,2.32
1.72,1.7251999999999998
1.69,1.6863999999999997
1.48,1.5551999999999995
1.1,1.1400000000000008
3.85,3.8499999999999996
3.93,4.042800000000002
1.24,1.24
2.08,2.319199999999999
2.05,2.050000000000002
1.38,1.6147999999999998
2.16,2.159999999999999
1.42,1.6362610626480003
1.2,1.2
1.26,1.2572000000000008
2.63,2.1712000000000002
2.08,2.0799999999999956
1.9,1.9000000000000101
2.08,2.08
1.45,1.4187999999999996
1.21,1.2100000000000006
1.87,1.7915999999999996
2.28,2.257600000000001
1.19,1.1900000000000224
1.94,1.9691999999999994
2.93,2.9300000000000015
2.72,2.6946895027599993
1.66,1.9657764216359996
2.77,3.1948000000000003
1.9,1.9
3.11,3.1099999999999905
1.44,1.5527999999999997
3.25,3.0956
2.13,2.1076
3.63,3.629999999999999
3.11,3.109999999999979
2.19,2.189999999999999
1.22,1.2740000000000002
4.29,2.9164000000000003
1.79,1.8191999999999995
1.81,1.8100000000000014
4.13,4.129999999999999
1.57,1.6544000000000003
2.29,2.2899999999999996
1.99,2.0344000000000007
1.42,1.4200000000000008
1.33,1.33
1.63,1.9525137309279998
1.9,1.900000000000006
1.42,1.4156000000000006
1.74,1.5715999999999997
1.7,1.8592000000000006
1.06,1.3019999999999996
1.44,1.456
1.65,1.6880000000000004
3.5968409017,3.596855537399999
4.8347397641,4.833578070795999
2.07,2.2836000000000003
1.67,1.670000000000001
1.96,1.9600000000000006
2.33,2.3300000000000005
1.32,1.3199999999999994
1.66,1.6715999999999993
2.32,2.3012
1.32,1.5855543491679998
3.77,3.77
4.1745957622,4.17456975932
1.12,1.2216000000000007
1.19,1.2172000000000005
1.14,1.5244000000000002
2.4,2.2167999999999997
1.34,1.3548000000000004
4.3,3.2413716304879996
1.77,1.7860000000000005
2.18,2.180000000000002
1.12,1.1368000000000005
3.17,3.1700000000000004
2.31,2.2380000000000013
1.73,1.7103999999999993
4.19,4.189999999999999
1.96,1.9424000000000003
2.55,2.1879999999999993
4.4,4.411600000000003
2.23,2.229999999999999
2.52,2.4404000000000017
2.08,2.0800000000000036
1.18,1.6543999999999996
1.88,1.8596000000000001
2.11,2.1028
1.44,1.4080000000000004
1.57,1.8408000000000002
4.29,4.248570165748001
1.04,1.0907999999999995
2.7,2.3624000000000005
2.42,2.3620000000000005
1.99,2.074
2.05,2.050000000000002
1.92,2.0140000000000007
2.1,2.100000000000001
1.13,1.1415999999999997
3.85,3.5118131401159998
2.47,2.47
2.58,2.4871999999999996
5.09,5.090000000000002
1.06,1.0599999999999996
1.34,1.3399999999999965
3.3966065232,3.3387156141600007
1.71,1.6872000000000005
1.44,1.4828000000000001
2.629281768,2.6287646408680008
1.17,1.3708000000000005
2.53,2.5300000000000007
3.9886751697,3.98879218266
4.6582493314,4.6582363299599985
1.24,1.24
1.7,1.7748000000000002
2.09,2.080000000000001
2.38,2.5280000000000005
1.43,1.4292000000000005
1.25,1.25
1.39,1.3900000000000003
1.76,1.7375999999999996
1.18,1.1791999999999998
4.94,4.9399999999999995
2.85,2.9128
2.72,2.6991999999999994
1.14,1.1836000000000002
1.82,1.7476000000000003
1.4,1.4219999999999997
2.25,2.25
2.12,2.1896
1.79,1.79
1.97,1.9699999999999995
1.19,1.2004000000000004
1.53,1.5428000000000008
1.27,2.0823999999999994
1.9,1.9000000000000064
5.0,4.337199999999999
1.54,1.5400000000000003
3.52,3.52
3.82,3.7331999999999983
1.16,1.16
1.72,1.94
1.48,1.4799999999999998
1.3,1.3528
5.1835960044,5.174546503884
1.66,1.6655999999999995
1.89,2.0098480333160005
1.81,1.8028000000000017
1.04,1.0368000000000002
2.28,2.273200000000001
1.79,1.7899999999999998
4.28,3.4476000000000004
1.52,1.5200000000000005
2.27,2.893172058996001
1.52,1.5268000000000006
1.14,1.1400000000000003
3.58,3.511599999999999
1.47,1.4871999999999994
1.74,1.7112
2.39,2.3772
3.7681440443,3.592250415516001
1.47,1.4883999999999995
1.49,1.4899999999999998
1.09,1.0940000000000003
1.41,1.4439999999999997
3.4645061043,3.30926792452
1.7,1.7000000000000006
1.32,1.3199999999999972
1.65,1.7452155447639996
2.13,2.2318123331520003
1.29,1.5718269070719995
1.28,1.4392000000000007
1.98,1.9799999999999986
1.08,1.0828000000000002
1.2,1.2000000000000002
1.0,0.9976
1.82,2.0223999999999998
1.18,1.180000000000001
3.6240476968,3.6240706958319993
1.02,1.2687999999999997
2.11,2.0764000000000014
1.92,1.9200000000000006
1.73,1.4604
3.07,3.0699999999999985
4.73,4.730000000000004
3.77,3.7699999999999996
2.08,1.9880000000000024
1.24,1.239999999999999
4.57,4.57
2.31,2.286000000000001
3.86,3.5276
1.21,1.2100000000000002
2.73,2.5487999999999986
1.59,3.2152
1.19,1.1900000000000086
1.88,2.027600000000001
2.83,2.8127999999999993
1.51,1.5176000000000005
1.07,1.526692051756
1.68,1.7158657420239998
1.23,1.2728000000000002
5.25,5.25
1.56,1.554800000000001
1.12,2.7653966061720006
3.02,3.0880000000000005
1.24,1.2887999999999993
1.05,1.1280000000000003
1.18,1.1768000000000003
2.45,2.4500000000000006
1.19,1.2788000000000002
1.27,1.2700000000000002
1.67,1.9375432449120007
1.73,1.8023999999999996
1.61,1.5567999999999997
1.38,1.4591999999999996
5.06,5.060000000000001
3.49,3.4404000000000003
1.13,1.1443999999999994
4.71,4.5000707182319974
1.68,1.7120000000000002
4.29,4.192800000000002
1.18,1.18
1.87,2.6421534311799992
1.77,1.7699999999999998
3.77,3.7699999999999996
5.52,5.519999999999999
3.83,3.8299999999999987
1.93,1.9491999999999998
2.17,2.170000000000001
1.44,1.4780000000000002
3.82,3.86659890284
2.64,2.64
5.1914226232,5.193390423328
4.4,4.400000000000001
4.3901386963,4.251776421635999
3.49,3.4900000000000038
1.33,1.3299999999999992
3.01,3.01
2.08,2.0799999999999996
1.16,1.5587999999999993
1.47,1.4719999999999993
1.01,1.1996000000000007
1.39,1.4376000000000002
1.9,1.9000000000000006
2.93,2.885600000000001
2.62,2.6200000000000006
1.87,1.8700000000000014
3.4398630137,3.439945205475999
1.64,1.6400000000000003
4.4,4.386000000000002
2.7,2.6096
1.64,1.6148000000000005
4.83,4.829999999999999
2.83,2.8299999999999987
2.16,2.1599999999999984
1.86,1.9127999999999998
1.15,1.2511999999999999
1.8,1.8000000000000003
3.33,2.942399999999999
2.04,2.0995999999999997
3.39,3.39
2.88,2.5732
2.51,2.5099999999999993
1.01,1.0100000000000007
1.73,1.7299999999999995
2.76,2.530399999999999
1.4,2.01262080444
2.1,2.2400000000000007
1.57,1.5615999999999999
1.07,1.3304
2.28,2.2004
1.29,1.4303999999999997
0.96,0.9600000000000003
1.27,1.298
1.96,1.9452000000000005
1.92,2.1612000000000005
2.99,2.9192
3.11,3.109999999999995
3.17,3.125200000000001
3.29,3.290000000000001
1.68,1.6800000000000017
1.33,1.7415999999999994
1.81,1.8396000000000015
2.39,2.39
2.14,2.264712893276
1.73,1.956028848819999
1.12,1.2752000000000006
3.6251715126,3.625178830444
2.6,2.6000000000000005
1.26,1.2496000000000003
2.08,2.2779999999999996
2.07,1.9387999999999999
0.97,1.3276
2.5,2.4616
1.54,2.4368
3.52,3.5199999999999996
1.24,1.4163999999999997
2.8692265193,2.8564972375639996
2.51,2.338799999999999
4.88,4.879999999999998
4.17,4.170000000000001
1.01,1.0100000000000007
3.6,3.600000000000001
1.83,1.8300000000000003
4.0,4.0
1.26,1.2600000000000007
1.01,1.0100000000000007
1.58,1.5800000000000003
3.41,3.3498850166479985
4.3536565097,4.351663157888
1.65,1.6500000000000015
2.08,2.0624000000000002
1.49,1.4931999999999996
2.57,2.488
3.41,3.4435215225439992
3.36,3.3600000000000048
1.39,1.8291069252080001
2.29,2.1788
1.56,1.7656000000000005
1.26,1.260000000000001
1.58,1.6476
1.02,1.0271999999999997
1.39,1.3824000000000003
1.33,1.4851999999999992
1.97,1.969999999999999
2.1,2.1000000000000005
1.73,1.7299999999999995
1.93,1.9300000000000037
1.35,1.3484000000000003
2.76,2.7811999999999997
3.34,3.2824000000000018
1.68,1.680000000000003
3.59,3.3192000000000013
1.68,1.6800000000000028
2.17,2.046800000000001
3.14,3.0764000000000005
1.05,1.1968000000000003
1.98,2.1151999999999993
1.42,1.5480000000000005
2.08,2.180799999999999
1.11,1.2259999999999998
1.19,1.1468000000000003
1.02,1.1179999999999999
1.19,1.3884000000000003
1.32,1.3200000000000003
1.33,1.3299999999999996
1.6,1.5844000000000005
1.21,1.2884000000000007
4.06,4.060000000000001
1.07,1.1416000000000002
1.65,1.5603999999999993
2.25,2.2688
1.49,1.4899999999999998
2.05,2.0500000000000016
3.53,3.2925004363360006
1.5,1.8592000000000002
2.23,2.2060110497239993
3.81,3.728000000000001
1.82,1.82
2.58,2.541599999999999
2.14,2.14
3.49,3.490000000000003
0.77,0.8135999999999999
2.4,2.4
1.76,1.7599999999999993
1.42,1.4588000000000008
1.44,2.015766990292
3.4801233806,3.479669339924
2.26,1.8792
2.15,2.1988
1.05,1.0484000000000004
2.44,2.4523999999999995
3.09,3.0900000000000007
1.86,1.86
3.79,3.3976426047440014
5.03,4.90851933701601
2.37,2.3444000000000016
2.47,2.4576
1.63,1.6048
1.22,1.4764
1.72,1.7171999999999994
2.33,2.3299999999999987
2.02,1.9928000000000008
1.43,1.4148000000000005
1.78,1.7804000000000009
1.64,1.7468000000000004
2.79,2.7900000000000005
3.6134890559,3.4703921594240006
1.68,1.6560000000000001
1.06,1.0600000000000003
1.7,1.6484000000000005
1.5,1.544
3.5868049657,3.5868572361680005
1.09,1.1568
3.86,3.6613203135040004
2.63,2.63
1.42,1.42
1.21,1.21
2.04,2.1439999999999997
1.08,1.0799999999999992
3.31,2.9204000000000008
